County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Nassau,Garden City Vg PD,2012,12,342,5,0,0,2,3,337,48,272,17,Non-New York City
Dutchess,County Total,2011,,5677,625,7,42,150,426,5052,957,3945,150,Non-New York City
Cortland,County Total,1995,,2101,88,0,7,12,69,2013,292,1674,47,Non-New York City
Chemung,Horseheads Vg PD,2006,12,157,6,0,2,2,2,151,12,137,2,Non-New York City
Chemung,Elmira Heights Vg PD,2006,12,128,5,0,1,0,4,123,12,107,4,Non-New York City
Columbia,Columbia County Sheriff,1995,,409,22,0,2,2,18,387,137,236,14,Non-New York City
Erie,Depew Vg PD,2009,12,402,25,0,4,7,14,377,53,319,5,Non-New York City
Essex,Essex County (RR-D and H),1991,,5,0,0,0,0,0,5,0,5,0,Non-New York City
Schenectady,Schenectady County State Police,1993,,74,5,0,1,0,4,69,21,43,5,Non-New York City
Tompkins,Ithaca City PD,2003,12,678,45,1,8,29,7,633,182,450,1,Non-New York City
Suffolk,Southampton Vg PD,1992,,292,36,0,2,5,29,256,53,187,16,Non-New York City
Westchester,Bronxville Vg PD,1996,,170,6,0,0,2,4,164,26,117,21,Non-New York City
Madison,Cazenovia Vg PD,1993,,59,1,0,1,0,0,58,6,52,0,Non-New York City
Steuben,Cohocton Town PD,2009,3,2,0,0,0,0,0,2,1,1,0,Non-New York City
Orange,Orange County MTA,2014,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Westchester,Mount Vernon City PD,1992,,4380,843,8,33,399,403,3537,887,1581,1069,Non-New York City
Chenango,Norwich City PD,1998,,275,30,0,3,0,27,245,34,205,6,Non-New York City
Steuben,Cohocton Town PD,1991,,17,1,0,0,0,1,16,6,10,0,Non-New York City
Richmond,County Total,2005,,7065,1499,15,48,462,974,5566,803,4207,556,New York City
Tioga,Tioga County Sheriff,1997,,213,17,4,3,2,8,196,61,125,10,Non-New York City
Herkimer,Little Falls City PD,1999,,150,1,0,0,0,1,149,19,129,1,Non-New York City
Broome,Broome County State Police,1995,,612,36,1,9,2,24,576,177,387,12,Non-New York City
Cortland,Homer Vg PD,1999,,60,4,0,0,1,3,56,11,44,1,Non-New York City
Saratoga,Saratoga County State Police,2014,12,743,34,0,10,4,20,709,75,621,13,Non-New York City
Nassau,Nassau County Park PD,2009,12,91,8,0,1,1,6,83,0,81,2,Non-New York City
Saratoga,Corinth Vg PD,1992,,74,18,0,0,0,18,56,14,40,2,Non-New York City
Onondaga,Solvay Vg PD,1992,,259,4,0,0,0,4,255,58,190,7,Non-New York City
Jefferson,Carthage Vg PD,1998,,61,2,0,0,0,2,59,15,44,0,Non-New York City
Orleans,Holley Vg PD,1994,,52,11,0,0,1,10,41,9,29,3,Non-New York City
Orange,Maybrook Vg PD,1991,,55,1,0,0,1,0,54,6,46,2,Non-New York City
Allegany,Allegany County State Police,2009,12,390,76,0,44,3,29,314,131,174,9,Non-New York City
Saratoga,South Glens Falls Vg PD,1994,,155,4,0,0,0,4,151,3,147,1,Non-New York City
Onondaga,East Syracuse Vg PD,2006,12,160,14,0,1,7,6,146,12,129,5,Non-New York City
Cattaraugus,Cattaraugus Vg PD,2000,,1,1,0,0,0,1,0,0,0,0,Non-New York City
Westchester,Westchester Co Dept Pub Safety,1994,,412,46,0,8,9,29,366,23,312,31,Non-New York City
Onondaga,County Total,1993,,20263,1716,22,144,642,908,18547,4518,13199,830,Non-New York City
Onondaga,SUNY - Upstate Medical Center,2003,12,207,1,0,0,1,0,206,2,203,1,Non-New York City
Niagara,Niagara Town PD,2005,12,364,20,0,2,10,8,344,66,261,17,Non-New York City
Ontario,Geneva City PD,1995,,567,58,0,3,14,41,509,70,431,8,Non-New York City
Monroe,Gates Town PD,1994,,1019,44,1,2,34,7,975,133,747,95,Non-New York City
Oneida,Boonville Vg PD,1998,,11,4,0,0,0,4,7,0,7,0,Non-New York City
Madison,Chittenango Vg PD,2010,12,76,3,0,1,1,1,73,15,54,4,Non-New York City
Suffolk,Lloyd Harbor Vg PD,2000,,37,0,0,0,0,0,37,3,34,0,Non-New York City
Fulton,Johnstown City PD,2008,12,284,6,0,1,0,5,278,26,247,5,Non-New York City
Oswego,Phoenix Vg PD,1992,,77,18,0,1,1,16,59,14,43,2,Non-New York City
Orange,Cornwall-on-Hudson Vg PD,2008,12,28,0,0,0,0,0,28,2,26,0,Non-New York City
Ulster,Ulster County State Police,2010,12,605,108,0,14,6,88,497,131,332,34,Non-New York City
Franklin,County Total,1998,,847,173,1,9,3,160,674,208,446,20,Non-New York City
Dutchess,Millerton Vg PD,2003,0,,,,,,,,,,,Non-New York City
Albany,Coeymans Town PD,2012,12,126,21,0,0,0,21,105,22,71,12,Non-New York City
Lewis,Lewis County State Police,2013,12,117,7,0,1,0,6,110,38,66,6,Non-New York City
Dutchess,Fishkill Town PD,1993,,289,35,0,2,4,29,254,41,201,12,Non-New York City
Rockland,Haverstraw Town PD,1992,,541,50,1,1,12,36,491,95,367,29,Non-New York City
Schuyler,Schuyler County State Police,2004,12,32,2,0,0,0,2,30,8,20,2,Non-New York City
Saratoga,Mechanicville City PD,2000,,111,41,0,0,5,36,70,14,47,9,Non-New York City
Erie,Lancaster Town PD,1994,,342,25,3,1,3,18,317,48,249,20,Non-New York City
Essex,Lake Placid Vg PD,1995,,109,10,0,3,0,7,99,15,83,1,Non-New York City
Washington,Fort Edward Vg PD,2010,12,18,6,0,0,1,5,12,3,8,1,Non-New York City
Erie,SUNY - Buffalo,1998,,900,16,0,2,2,12,884,196,662,26,Non-New York City
Schoharie,Schoharie County State Police,1999,,132,22,1,5,1,15,110,41,65,4,Non-New York City
Delaware,Delhi Vg PD,2012,12,35,2,0,0,1,1,33,13,19,1,Non-New York City
Tompkins,Tompkins County State Police,1996,,281,23,0,2,1,20,258,56,195,7,Non-New York City
Madison,Oneida City PD,2003,12,493,21,0,2,5,14,472,78,390,4,Non-New York City
Suffolk,Ocean Beach Vg PD,1992,,22,2,0,0,0,2,20,4,15,1,Non-New York City
Seneca,Seneca Falls Town PD,2003,0,,,,,,,,,,,Non-New York City
Wyoming,Warsaw Vg PD,1994,,109,22,0,0,0,22,87,6,75,6,Non-New York City
Erie,Hamburg Town PD,2006,12,264,5,0,0,0,5,259,40,206,13,Non-New York City
Oswego,County Total,2005,,2659,187,1,28,27,131,2472,513,1885,74,Non-New York City
Allegany,Cuba Town PD,2013,12,86,5,0,1,0,4,81,7,72,2,Non-New York City
Erie,Erie County (RR-CSX),2008,12,15,0,0,0,0,0,15,4,11,0,Non-New York City
Chautauqua,Westfield Vg PD,2012,12,11,1,0,0,0,1,10,2,7,1,Non-New York City
Suffolk,County Total,1990,,61300,3786,35,155,1536,2060,57514,12968,36506,8040,Non-New York City
Orange,Chester Vg PD,1991,,112,25,1,0,0,24,87,9,76,2,Non-New York City
Albany,Ravena Vg PD,2002,12,22,5,0,0,0,5,17,3,14,0,Non-New York City
Chemung,Southport Town PD,2005,10,23,1,0,0,0,1,22,6,15,1,Non-New York City
Madison,Madison County Sheriff,2011,12,258,7,0,2,0,5,251,73,170,8,Non-New York City
Madison,Canastota Vg PD,1999,,72,3,0,0,0,3,69,10,57,2,Non-New York City
Greene,Hunter Town PD,2000,,12,2,0,0,0,2,10,3,7,0,Non-New York City
Niagara,Niagara County Sheriff,2013,12,965,61,0,8,22,31,904,234,618,52,Non-New York City
Saratoga,Saratoga Springs City PD,1994,,1459,277,0,5,8,264,1182,193,952,37,Non-New York City
Onondaga,County Total,1992,,21363,1915,15,139,762,999,19448,4696,13809,943,Non-New York City
Orange,Newburgh Town PD,2006,12,954,34,0,1,18,15,920,120,783,17,Non-New York City
Cortland,Cortland County State Police,2004,12,246,12,0,1,3,8,234,37,191,6,Non-New York City
Monroe,Rochester City PD,2008,12,13432,2302,43,98,1059,1102,11130,2808,7060,1262,Non-New York City
Westchester,Buchanan Vg PD,1992,,50,5,0,1,0,4,45,1,38,6,Non-New York City
Westchester,Eastchester Town PD,2000,,464,13,0,0,2,11,451,26,374,51,Non-New York City
Suffolk,Saltaire Vg PD,1992,,17,0,0,0,0,0,17,4,13,0,Non-New York City
Region Total,Region Total,1991,,680521,170486,2154,2896,98579,66857,510035,112066,257983,139986,New York City
Schenectady,Schenectady City PD,2006,12,4161,712,6,52,309,345,3449,1119,1994,336,Non-New York City
Nassau,Garden City Vg PD,1994,,597,19,1,0,10,8,578,63,431,84,Non-New York City
Otsego,Otsego County (RR-D and H),1992,,12,0,0,0,0,0,12,2,10,0,Non-New York City
Oneida,Yorkville Vg PD,2002,9,100,19,0,0,2,17,81,17,60,4,Non-New York City
Niagara,Lockport City PD,1991,,1561,253,1,20,23,209,1308,310,921,77,Non-New York City
Chenango,Sherburne Vg PD,2010,12,31,1,0,0,0,1,30,0,30,0,Non-New York City
Schuyler,Schuyler County Park PD,2011,12,6,0,0,0,0,0,6,2,4,0,Non-New York City
Monroe,Brighton Town PD,1990,,1123,25,0,0,17,8,1098,191,850,57,Non-New York City
Saratoga,Waterford Town and Vg PD,2003,12,79,1,0,0,0,1,78,17,58,3,Non-New York City
Oneida,New York Mills Vg PD,1991,,120,5,0,0,0,5,115,34,79,2,Non-New York City
Onondaga,North Syracuse Vg PD,1996,,211,1,0,0,1,0,210,28,178,4,Non-New York City
Suffolk,SUNY College At Farmingdale,1991,,155,11,0,1,4,6,144,50,86,8,Non-New York City
Chautauqua,Fredonia Vg PD,2002,12,313,22,0,3,1,18,291,20,266,5,Non-New York City
Westchester,Yorktown Town PD,1997,,729,24,0,0,9,15,705,64,620,21,Non-New York City
Westchester,Elmsford Vg PD,2010,12,49,6,0,0,4,2,43,7,26,10,Non-New York City
Orleans,Orleans County Sheriff,2011,12,347,19,1,2,2,14,328,109,209,10,Non-New York City
Suffolk,County Total,2006,,32596,3100,38,110,1142,1810,29496,4181,22831,2484,Non-New York City
Montgomery,Montgomery County Sheriff,1997,,373,21,0,4,1,16,352,64,276,12,Non-New York City
Oswego,SUNY College at Oswego,2006,12,143,3,0,2,0,1,140,24,115,1,Non-New York City
Putnam,Putnam County Sheriff,1996,,327,22,0,3,3,16,305,103,175,27,Non-New York City
Oneida,New Hartford Town and Vg PD,2010,12,731,12,0,0,4,8,719,47,664,8,Non-New York City
Fulton,Northville Vg PD,2002,12,9,2,0,0,0,2,7,0,6,1,Non-New York City
Orange,Harriman Vg PD,2011,12,11,4,0,0,0,4,7,2,5,0,Non-New York City
Westchester,Yorktown Town PD,2014,12,225,15,0,0,0,15,210,24,183,3,Non-New York City
Onondaga,Marcellus Vg PD,1990,,20,0,0,0,0,0,20,2,18,0,Non-New York City
Suffolk,Southampton Town PD,2009,12,1116,79,0,6,27,46,1037,244,732,61,Non-New York City
Herkimer,County Total,1999,,1450,157,0,10,9,138,1293,253,1013,27,Non-New York City
Orange,Maybrook Vg PD,1998,,68,0,0,0,0,0,68,20,45,3,Non-New York City
Westchester,Westchester Co Dept Pub Safety,2012,12,213,9,0,1,0,8,204,7,194,3,Non-New York City
Saratoga,Corinth Vg PD,2005,12,76,10,0,0,0,10,66,11,54,1,Non-New York City
Jefferson,West Carthage Vg PD,2001,,8,0,0,0,0,0,8,1,7,0,Non-New York City
Wayne,Newark Vg PD,2005,12,437,27,0,2,3,22,410,51,346,13,Non-New York City
Chemung,Elmira Town PD,1992,,43,0,0,0,0,0,43,15,27,1,Non-New York City
Chemung,Southport Town PD,1993,,45,0,0,0,0,0,45,11,34,0,Non-New York City
Oneida,Oneida County Sheriff,2013,12,470,40,1,7,4,28,430,129,291,10,Non-New York City
Delaware,Delaware County State Police,2013,12,260,22,2,1,3,16,238,80,147,11,Non-New York City
St Lawrence,Massena Vg PD,1992,,192,7,1,1,0,5,185,59,125,1,Non-New York City
St Lawrence,St Lawrence County Park PD,1999,,7,0,0,0,0,0,7,1,6,0,Non-New York City
Herkimer,County Total,2001,,1341,171,0,8,6,157,1170,251,898,21,Non-New York City
Clinton,Clinton County Sheriff,1992,,75,0,0,0,0,0,75,2,73,0,Non-New York City
Clinton,Clinton County Park PD,2012,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Madison,Earlville Vg PD,2005,12,14,0,0,0,0,0,14,4,10,0,Non-New York City
Saratoga,South Glens Falls Vg PD,2003,12,114,1,0,0,0,1,113,26,86,1,Non-New York City
Putnam,Carmel Town PD,1993,,551,17,0,0,4,13,534,110,402,22,Non-New York City
Herkimer,Ilion Vg PD,1998,,210,19,0,0,1,18,191,24,167,0,Non-New York City
Queens,County Total,1996,,93823,18786,164,452,10378,7792,75037,15887,36766,22384,New York City
Broome,Broome County Sheriff,2006,12,1099,51,1,4,8,38,1048,183,829,36,Non-New York City
Lewis,Lewis County Sheriff,2011,12,255,22,1,0,3,18,233,88,120,25,Non-New York City
Ontario,Canandaigua City PD,2001,,268,9,0,2,3,4,259,36,218,5,Non-New York City
Oswego,Oswego County State Police,1994,,687,17,0,6,1,10,670,235,430,5,Non-New York City
Wyoming,Perry Vg PD,2009,12,93,7,0,1,0,6,86,14,72,0,Non-New York City
Genesee,Genesee County Park PD,1993,,2,0,0,0,0,0,2,0,2,0,Non-New York City
Orange,Newburgh Town PD,1994,,1256,53,2,2,16,33,1203,151,1006,46,Non-New York City
Suffolk,Nissequogue Vg PD,1992,,4,0,0,0,0,0,4,1,2,1,Non-New York City
Orange,Highlands Town PD,1996,,27,1,0,0,0,1,26,4,22,0,Non-New York City
Monroe,East Rochester Vg PD,2008,12,197,10,0,2,3,5,187,31,144,12,Non-New York City
Jefferson,Sackets Harbor Vg PD,1993,,3,0,0,0,0,0,3,0,3,0,Non-New York City
Westchester,Irvington Vg PD,2002,12,50,3,0,0,0,3,47,19,23,5,Non-New York City
Wayne,Palmyra Vg PD,2010,12,49,2,0,0,0,2,47,7,38,2,Non-New York City
Warren,Warren County State Police,1997,,206,6,0,2,1,3,200,26,171,3,Non-New York City
Suffolk,Suffolk County Park Police,1999,,64,1,0,0,0,1,63,1,61,1,Non-New York City
Westchester,Westchester County MTA,2007,12,92,14,0,0,5,9,78,1,75,2,Non-New York City
Delaware,Delaware County Sheriff,2007,12,190,4,0,3,0,1,186,66,112,8,Non-New York City
Suffolk,Head-of-the-Harbor Vg PD,1995,,12,0,0,0,0,0,12,2,9,1,Non-New York City
Westchester,Irvington Vg PD,2008,12,41,1,0,0,0,1,40,13,26,1,Non-New York City
Onondaga,North Syracuse Vg PD,2006,12,65,12,0,0,6,6,53,7,46,0,Non-New York City
Rockland,Ramapo Town PD,2004,12,857,62,1,3,21,37,795,131,628,36,Non-New York City
Rensselaer,Rensselaer City PD,1995,,305,14,0,0,5,9,291,51,212,28,Non-New York City
St Lawrence,Potsdam Vg PD,2000,,305,18,0,1,0,17,287,37,247,3,Non-New York City
Cayuga,Moravia Vg PD,1992,,43,13,0,0,1,12,30,14,16,0,Non-New York City
Orange,Harriman Vg PD,1996,,63,0,0,0,0,0,63,10,51,2,Non-New York City
Suffolk,Amityville Vg PD,2002,12,205,9,0,0,6,3,196,29,156,11,Non-New York City
Clinton,Clinton County Sheriff,2013,12,43,12,0,1,0,11,31,0,29,2,Non-New York City
Herkimer,Little Falls City PD,2000,,65,3,0,1,0,2,62,13,48,1,Non-New York City
Schenectady,Scotia Vg PD,1992,,219,7,0,0,2,5,212,10,198,4,Non-New York City
Westchester,New Castle Town PD,1999,,145,4,0,0,0,4,141,14,117,10,Non-New York City
Rensselaer,Rensselaer County State Police,1993,,517,39,2,5,3,29,478,151,315,12,Non-New York City
Nassau,Laurel Hollow Vg PD,1997,,16,0,0,0,0,0,16,3,12,1,Non-New York City
Suffolk,Southold Town PD,1995,,742,25,0,0,23,2,717,222,487,8,Non-New York City
St Lawrence,Norfolk Town PD,2001,,9,0,0,0,0,0,9,2,6,1,Non-New York City
Onondaga,Camillus Town and Vg PD,2000,,298,12,0,0,2,10,286,41,232,13,Non-New York City
Ulster,Ulster County State Police,1995,,967,185,2,9,8,166,782,309,427,46,Non-New York City
Saratoga,Mechanicville City PD,1996,,96,22,0,0,2,20,74,21,46,7,Non-New York City
Warren,County Total,2005,,1566,89,3,11,12,63,1477,246,1206,25,Non-New York City
Albany,Albany County Sheriff,1996,,126,8,0,1,0,7,118,37,79,2,Non-New York City
Nassau,Nassau County MTA,2011,12,88,15,0,1,9,5,73,2,71,0,Non-New York City
Onondaga,Onondaga County Sheriff,2002,12,2671,197,1,27,48,121,2474,449,1927,98,Non-New York City
Nassau,Lake Success Vg PD,2002,12,71,7,0,0,1,6,64,8,44,12,Non-New York City
Nassau,Floral Park Vg PD,1996,,167,19,0,2,9,8,148,43,88,17,Non-New York City
Rensselaer,Hoosick Falls Vg PD,1994,,114,22,0,1,0,21,92,10,82,0,Non-New York City
Westchester,Pelham Vg PD,2000,,141,11,0,0,4,7,130,17,105,8,Non-New York City
Suffolk,Suffolk County Park Police,2007,12,49,2,0,0,0,2,47,2,44,1,Non-New York City
Ontario,Geneva City PD,1997,,453,14,0,0,8,6,439,60,368,11,Non-New York City
Schenectady,Niskayuna Town PD,1994,,679,52,0,1,10,41,627,95,519,13,Non-New York City
Chautauqua,Silver Creek Vg PD,1993,,89,9,0,0,0,9,80,10,66,4,Non-New York City
Broome,Endicott Vg PD,2003,12,571,41,0,5,4,32,530,73,442,15,Non-New York City
Allegany,SUNY College At Alfred,2002,12,94,1,0,1,0,0,93,20,72,1,Non-New York City
Cayuga,Cayuga County Sheriff,1992,,431,45,0,2,4,39,386,154,208,24,Non-New York City
Albany,Ravena Vg PD,2004,12,36,1,0,0,1,0,35,5,27,3,Non-New York City
Westchester,Scarsdale Vg PD,1990,,352,4,0,0,2,2,348,63,275,10,Non-New York City
Nassau,County Total,1998,,27585,2468,22,96,1093,1257,25117,3523,17494,4100,Non-New York City
Chautauqua,Silver Creek Vg PD,2003,12,62,15,0,0,1,14,47,7,39,1,Non-New York City
Chautauqua,Dunkirk City PD,2007,12,410,45,0,3,9,33,365,99,258,8,Non-New York City
Dutchess,Red Hook Vg PD,2005,0,,,,,,,,,,,Non-New York City
Suffolk,Suffolk County PD,1991,,59502,3236,41,110,1683,1402,56266,12199,35009,9058,Non-New York City
Chenango,Bainbridge Vg PD,2011,10,1,0,0,0,0,0,1,0,1,0,Non-New York City
Oneida,Boonville Vg PD,1995,,31,13,0,1,0,12,18,3,14,1,Non-New York City
Greene,Windham Town PD,2007,12,54,0,0,0,0,0,54,17,34,3,Non-New York City
Greene,Coxsackie Vg PD,2007,12,23,2,0,0,0,2,21,4,17,0,Non-New York City
Oneida,County Total,2000,,6451,577,10,58,201,308,5874,1333,4267,274,Non-New York City
Westchester,Pelham Manor Vg PD,1998,,160,11,0,1,8,2,149,16,118,15,Non-New York City
St Lawrence,St Lawrence County State Police,1995,,651,77,0,12,8,57,574,192,360,22,Non-New York City
Erie,Lackawanna City PD,1995,,894,275,0,3,39,233,619,99,414,106,Non-New York City
Delaware,Delhi Vg PD,2001,,26,3,0,0,0,3,23,1,22,0,Non-New York City
Erie,Tonawanda Town PD,1996,,1581,86,0,16,48,22,1495,217,1149,129,Non-New York City
Orleans,Medina Vg PD,2011,12,251,20,0,3,5,12,231,46,180,5,Non-New York City
Ontario,Shortsville Vg PD,1991,,4,0,0,0,0,0,4,0,4,0,Non-New York City
Orange,Florida Vg PD,1999,,44,2,0,0,0,2,42,6,36,0,Non-New York City
Cattaraugus,Olean City PD,1999,,456,11,0,2,4,5,445,49,383,13,Non-New York City
Rensselaer,East Greenbush Town PD,1998,,343,11,0,3,0,8,332,36,279,17,Non-New York City
Orange,Cornwall Town PD,1993,,164,30,0,0,0,30,134,31,96,7,Non-New York City
Erie,Hamburg Town PD,2009,12,1058,39,0,2,9,28,1019,152,838,29,Non-New York City
Washington,Fort Edward Vg PD,2001,,78,7,1,0,0,6,71,5,63,3,Non-New York City
Suffolk,Suffolk County Park Police,2004,12,68,1,0,0,0,1,67,6,61,0,Non-New York City
Orange,Florida Vg PD,2012,12,7,0,0,0,0,0,7,2,5,0,Non-New York City
Washington,Washington County State Police,1994,,242,47,2,1,2,42,195,73,117,5,Non-New York City
Ontario,County Total,2007,,1814,99,3,14,18,64,1715,387,1289,39,Non-New York City
Albany,Albany County (RR-CSX),2002,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Suffolk,Asharoken Vg PD,1990,,19,0,0,0,0,0,19,1,18,0,Non-New York City
Chenango,Norwich City PD,2009,12,320,12,0,5,4,3,308,50,252,6,Non-New York City
Wyoming,County Total,1993,,1151,192,4,4,2,182,959,312,601,46,Non-New York City
Saratoga,Corinth Vg PD,1993,,77,17,0,0,0,17,60,9,51,0,Non-New York City
Ontario,Ontario County Park PD,2006,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Oswego,Phoenix Vg PD,1990,,89,17,0,0,0,17,72,12,53,7,Non-New York City
Onondaga,East Syracuse Vg PD,2014,12,213,7,0,0,1,6,206,29,171,6,Non-New York City
Westchester,Buchanan Vg PD,1991,,51,4,0,0,0,4,47,10,31,6,Non-New York City
Orange,Tuxedo Town PD,1995,,54,2,0,0,1,1,52,13,37,2,Non-New York City
Bronx,County Total,2009,,33755,11242,113,163,4132,6834,22513,3563,16525,2425,New York City
Rensselaer,North Greenbush Town PD,2004,12,142,20,0,0,1,19,122,15,103,4,Non-New York City
Lewis,Lewis County State Police,1994,,87,5,0,3,0,2,82,53,29,0,Non-New York City
St Lawrence,Gouverneur Vg PD,2002,12,171,8,0,1,0,7,163,29,133,1,Non-New York City
Wayne,Sodus Point Vg PD,2003,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Monroe,Gates Town PD,2010,12,983,44,0,1,20,23,939,89,829,21,Non-New York City
Onondaga,County Total,2010,,13005,1608,17,105,463,1023,11397,3038,7818,541,Non-New York City
Suffolk,Head-of-the-Harbor Vg PD,2004,11,7,0,0,0,0,0,7,2,4,1,Non-New York City
Erie,Akron Vg PD,2002,12,27,9,0,0,1,8,18,5,9,4,Non-New York City
Allegany,County Total,2008,,651,91,0,10,4,77,560,174,368,18,Non-New York City
Schoharie,Schoharie Vg PD,2001,,13,2,0,0,1,1,11,2,9,0,Non-New York City
Monroe,Fairport Vg PD,2012,12,42,2,0,0,0,2,40,10,29,1,Non-New York City
Orleans,Albion Vg PD,2007,12,432,34,0,1,7,26,398,75,310,13,Non-New York City
Rockland,Ramapo Town PD,1996,,1404,47,1,2,21,23,1357,285,1026,46,Non-New York City
Dutchess,Hyde Park Town PD,1999,,357,19,1,5,3,10,338,52,270,16,Non-New York City
Rensselaer,Rensselaer County Sheriff,2002,12,452,59,0,1,3,55,393,102,285,6,Non-New York City
Onondaga,Jordan Vg PD,1998,,8,1,0,0,1,0,7,2,4,1,Non-New York City
Wayne,Sodus Vg PD,2007,12,41,1,0,0,0,1,40,3,36,1,Non-New York City
Livingston,Dansville Vg PD,2000,,264,14,0,1,0,13,250,20,230,0,Non-New York City
Onondaga,Clay Town PD,1995,,632,1,0,0,1,0,631,115,514,2,Non-New York City
Jefferson,Clayton Vg PD,2003,12,53,1,0,0,0,1,52,16,36,0,Non-New York City
Schoharie,Schoharie County State Police,2011,12,166,10,0,2,1,7,156,53,94,9,Non-New York City
Yates,Penn Yan Vg PD,2007,12,110,1,0,1,0,0,109,12,96,1,Non-New York City
Jefferson,Adams Vg PD,1991,,22,2,0,0,0,2,20,7,13,0,Non-New York City
Dutchess,East Fishkill Town PD,2008,12,475,164,0,1,5,158,311,43,259,9,Non-New York City
Clinton,Clinton County State Police,2010,12,1022,48,3,12,2,31,974,182,769,23,Non-New York City
Cattaraugus,Cattaraugus County State Police,2012,12,327,21,0,5,3,13,306,72,227,7,Non-New York City
Nassau,Nassau County MTA,2005,12,54,11,0,0,7,4,43,1,41,1,Non-New York City
Ulster,Ulster Town PD,2004,12,243,12,0,2,5,5,231,20,202,9,Non-New York City
Ulster,Lloyd Town PD,1998,,17,4,0,1,0,3,13,2,11,0,Non-New York City
Tompkins,County Total,1997,,3286,148,1,20,54,73,3138,632,2454,52,Non-New York City
Livingston,Livingston County Sheriff,1998,,698,24,0,4,3,17,674,131,512,31,Non-New York City
Nassau,Old Westbury Vg PD,2012,12,48,3,0,0,1,2,45,13,27,5,Non-New York City
Nassau,Nassau County PD,1998,,21022,1556,13,60,678,805,19466,2598,13746,3122,Non-New York City
Chenango,Chenango County State Police,2007,12,209,24,0,10,0,14,185,87,91,7,Non-New York City
Orange,Woodbury Town PD,2011,12,301,3,1,0,2,0,298,16,270,12,Non-New York City
Ontario,Clifton Springs Vg PD,1997,,33,1,0,0,1,0,32,8,24,0,Non-New York City
